portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF01075,CUST112728,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2021-05-02,ADV004,Eastern Cape,1,120,3251537.85
PF01076,CUST340710,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2017-08-16,ADV006,Free State,1,70,1590522.63
PF01077,CUST249304,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2022-08-19,ADV008,Gauteng,1,100,5355412.85
PF01078,CUST243899,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2020-06-11,ADV020,Gauteng,1,70,2393394.37
PF01079,CUST425221,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2016-11-01,ADV025,Gauteng,1,110,6687580.63
PF01080,CUST127156,Conservative Income,Conservative,Endowment,ALBI,ZAR,2017-03-22,ADV015,Gauteng,1,70,964918.38
PF01081,CUST359432,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2020-05-14,ADV028,Gauteng,1,95,4767763.62
PF01082,CUST060302,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2025-03-02,ADV021,Western Cape,1,95,29699525.28
PF01083,CUST137985,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2015-12-19,ADV016,Western Cape,1,70,41475659.96
PF01084,CUST405756,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-07-14,ADV024,Gauteng,0,105,3298366.18
PF01085,CUST207744,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-10-16,ADV016,North West,0,35,7853609.75
PF01086,CUST290706,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2021-06-01,ADV011,Gauteng,1,120,28059454.05
PF01087,CUST086614,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2018-04-21,ADV005,Free State,1,70,43005004.43
PF01088,CUST295261,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-05-02,ADV021,Gauteng,1,120,6384944.85
PF01089,CUST001536,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2018-08-11,ADV004,Western Cape,1,70,7365050.16
PF01090,CUST095282,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-06-24,ADV003,Gauteng,1,100,6801018.8
PF01091,CUST411777,Property Focus,Moderate,Discretionary,SAPY,ZAR,2025-11-07,ADV005,North West,0,100,6156745.5
PF01092,CUST051587,Money Market,Conservative,Pension Fund,STeFI,ZAR,2024-09-15,ADV006,Gauteng,1,35,15442692.19
PF01093,CUST206492,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-12-07,ADV018,Free State,0,35,45745899.78
PF01094,CUST356701,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-05-04,ADV021,KwaZulu-Natal,1,95,43082086.56
PF01095,CUST309529,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-11-19,ADV023,Gauteng,1,105,312658.58
PF01096,CUST088707,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2025-02-18,ADV017,Gauteng,1,95,13360561.97
PF01097,CUST389032,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2023-10-10,ADV026,Limpopo,1,120,58932260.14
PF01098,CUST161493,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2018-07-05,ADV007,Gauteng,1,95,17042580.67
PF01099,CUST199467,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2024-10-04,ADV001,Gauteng,1,105,13839114.4
PF01100,CUST352302,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2022-01-13,ADV025,Free State,0,100,3602877.99
PF01101,CUST369541,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2016-03-20,ADV025,Gauteng,1,35,6015636.16
PF01102,CUST322636,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2021-01-26,ADV020,Gauteng,1,120,19748301.66
PF01103,CUST137542,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2025-01-30,ADV028,Northern Cape,1,35,2996508.39
PF01104,CUST356459,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-03-03,ADV009,Gauteng,0,105,4972873.85
PF01105,CUST261064,Property Focus,Moderate,Discretionary,SAPY,ZAR,2016-02-23,ADV010,Eastern Cape,0,100,6994457.53
PF01106,CUST363347,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2018-09-25,ADV025,Gauteng,0,105,12290582.79
PF01107,CUST263642,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2015-12-27,ADV020,North West,1,110,2340351.18
PF01108,CUST416389,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2018-01-14,ADV019,Gauteng,1,95,3953005.97
PF01109,CUST415246,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2025-01-24,ADV006,Gauteng,1,70,49033755.5
PF01110,CUST193716,Property Focus,Moderate,Discretionary,SAPY,ZAR,2020-04-27,ADV015,Mpumalanga,0,100,3707977.55
PF01111,CUST224058,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2016-01-22,ADV012,Gauteng,1,35,7802464.25
PF01112,CUST433645,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2019-07-23,ADV016,Limpopo,1,105,9724186.66
PF01113,CUST428287,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-10-03,ADV004,KwaZulu-Natal,1,110,2753036.12
PF01114,CUST464805,Money Market,Conservative,Pension Fund,STeFI,ZAR,2018-09-23,ADV028,KwaZulu-Natal,1,35,10740054.76
PF01115,CUST292563,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2017-04-22,ADV028,Western Cape,1,100,27006544.2
PF01116,CUST187078,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-05-17,ADV001,Eastern Cape,1,95,4632721.79
PF01117,CUST309552,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2024-03-31,ADV010,Western Cape,0,105,120891265.41
PF01118,CUST269896,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2025-03-22,ADV021,Gauteng,1,95,19201822.35
PF01119,CUST415667,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2018-08-11,ADV009,Gauteng,1,110,2797358.76
PF01120,CUST351101,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2020-03-06,ADV016,Gauteng,1,70,1750917.57
PF01121,CUST333467,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2024-12-13,ADV018,Western Cape,1,100,11566517.1
PF01122,CUST296526,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2015-05-13,ADV020,Eastern Cape,1,70,26691921.47
PF01123,CUST397659,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2017-02-25,ADV001,Western Cape,1,100,14586246.63
PF01124,CUST432484,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-07-27,ADV014,Eastern Cape,0,35,19047656.04
PF01125,CUST309218,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2022-10-25,ADV014,Eastern Cape,1,95,540752.0
PF01126,CUST154103,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2017-11-13,ADV023,KwaZulu-Natal,1,95,5243628.51
PF01127,CUST127798,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2017-02-10,ADV017,Eastern Cape,1,120,47912920.78
PF01128,CUST149357,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2021-06-15,ADV019,Free State,1,95,17042027.87
PF01129,CUST237646,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2025-05-22,ADV015,KwaZulu-Natal,0,100,3235789.62
PF01130,CUST429501,Money Market,Conservative,Discretionary,STeFI,ZAR,2022-01-25,ADV026,Western Cape,0,35,11693478.17
PF01131,CUST012883,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2016-02-07,ADV017,Gauteng,1,110,30546387.09
PF01132,CUST248696,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2024-06-29,ADV004,Gauteng,1,70,109760927.1
PF01133,CUST478668,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2025-11-21,ADV015,North West,0,100,27537048.7
PF01134,CUST037225,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2020-08-15,ADV020,Western Cape,1,95,8985504.42
PF01135,CUST345857,Property Focus,Moderate,Discretionary,SAPY,ZAR,2019-12-19,ADV010,Western Cape,0,100,11383417.08
PF01136,CUST252778,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2015-04-10,ADV019,Eastern Cape,1,35,11093348.44
PF01137,CUST323444,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-11-03,ADV018,Free State,1,110,3073688.92
PF01138,CUST290434,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2015-04-04,ADV015,Western Cape,0,105,29301973.02
PF01139,CUST054808,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2020-05-06,ADV023,Eastern Cape,1,110,10504299.5
PF01140,CUST261341,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2021-07-30,ADV001,Limpopo,1,110,18621036.45
PF01141,CUST142112,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2017-12-07,ADV028,Gauteng,1,110,6581625.17
PF01142,CUST100665,Money Market,Conservative,Discretionary,STeFI,ZAR,2019-09-05,ADV028,Western Cape,0,35,84936413.88
PF01143,CUST129392,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2023-05-18,ADV017,Gauteng,1,95,24124650.13
PF01144,CUST035584,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2024-09-07,ADV023,KwaZulu-Natal,1,100,99563294.68
PF01145,CUST260886,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2025-01-20,ADV010,Gauteng,1,110,71433559.24
PF01146,CUST116881,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2020-07-29,ADV017,Free State,1,70,15074421.07
PF01147,CUST211802,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2015-09-23,ADV024,Gauteng,1,105,1544653.14
PF01148,CUST256503,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2025-05-24,ADV015,Western Cape,1,110,64343376.56
PF01149,CUST159872,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-06-02,ADV011,Gauteng,1,120,13714090.9
PF01150,CUST143207,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-05-18,ADV003,Gauteng,1,110,9309550.62
PF01151,CUST175625,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2016-09-23,ADV016,KwaZulu-Natal,1,70,3045837.63
PF01152,CUST427944,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2025-02-07,ADV007,Mpumalanga,1,70,14930178.01
PF01153,CUST275788,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2021-11-08,ADV001,Gauteng,1,120,28859267.82
PF01154,CUST106528,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2017-05-30,ADV020,KwaZulu-Natal,1,120,70150767.9
PF01155,CUST192640,Money Market,Conservative,Discretionary,STeFI,ZAR,2022-01-28,ADV021,Eastern Cape,0,35,46997605.22
PF01156,CUST463780,Money Market,Conservative,Pension Fund,STeFI,ZAR,2019-03-05,ADV001,Gauteng,1,35,27001780.69
PF01157,CUST484880,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-10-28,ADV018,Western Cape,1,120,27503724.74
PF01158,CUST204856,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2018-11-17,ADV011,Gauteng,1,120,972717.31
PF01159,CUST346648,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2018-05-05,ADV008,Gauteng,0,35,4244099.65
PF01160,CUST032757,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2019-01-23,ADV026,KwaZulu-Natal,1,100,6645910.33
PF01161,CUST140859,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2024-07-04,ADV004,Gauteng,1,70,899476.67
PF01162,CUST427378,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-04-13,ADV010,Gauteng,1,110,15472604.39
PF01163,CUST098929,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2017-11-02,ADV010,North West,1,35,15903865.68
PF01164,CUST267524,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-04-14,ADV015,Gauteng,1,105,13282191.54
PF01165,CUST256826,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2018-05-03,ADV004,Gauteng,1,120,7744932.49
PF01166,CUST391707,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2017-05-27,ADV025,Western Cape,1,110,60118172.69
PF01167,CUST299255,Money Market,Conservative,Discretionary,STeFI,ZAR,2016-11-22,ADV003,Western Cape,0,35,9605487.39
PF01168,CUST290521,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2016-10-09,ADV026,Western Cape,1,110,91914685.0
PF01169,CUST032449,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-05-21,ADV015,Eastern Cape,1,95,3864742.09
PF01170,CUST322514,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2021-07-10,ADV021,Limpopo,1,105,17332619.54
PF01171,CUST125736,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2023-01-07,ADV023,Western Cape,0,105,16162534.06
PF01172,CUST108150,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2018-08-23,ADV004,Free State,1,70,36791737.46
PF01173,CUST378074,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2018-04-03,ADV024,Western Cape,0,105,2926210.82
PF01174,CUST402251,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2024-12-12,ADV015,North West,1,70,39631906.79
PF01175,CUST281932,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-01-20,ADV020,Gauteng,1,105,42247006.05
PF01176,CUST308530,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2024-10-08,ADV025,Eastern Cape,1,120,3468756.75
PF01177,CUST040215,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2016-10-29,ADV011,Gauteng,1,120,3245553.94
PF01178,CUST499045,Money Market,Conservative,Living Annuity,STeFI,ZAR,2021-09-23,ADV009,Gauteng,0,35,14824644.36
PF01179,CUST139179,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2023-06-07,ADV021,Gauteng,1,120,5084042.12
PF01180,CUST320865,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2024-11-09,ADV001,KwaZulu-Natal,1,70,11961846.91
PF01181,CUST444684,Property Focus,Moderate,Discretionary,SAPY,ZAR,2021-06-30,ADV012,KwaZulu-Natal,0,100,8421270.75
PF01182,CUST058309,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2020-05-17,ADV017,Free State,0,35,1599246.82
PF01183,CUST026115,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2025-03-17,ADV021,Eastern Cape,1,35,2363025.1
PF01184,CUST443999,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2022-02-13,ADV017,Western Cape,1,110,6174836.32
PF01185,CUST254964,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-02-27,ADV006,Western Cape,1,120,244043.4
PF01186,CUST067451,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-04-23,ADV003,Western Cape,0,105,12624807.95
PF01187,CUST095636,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2024-12-17,ADV027,Eastern Cape,0,105,30044619.82
PF01188,CUST402955,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-01-07,ADV016,Gauteng,0,105,28909411.48
PF01189,CUST268203,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2019-03-05,ADV005,Gauteng,1,95,3036410.69
PF01190,CUST142143,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2025-04-03,ADV015,Western Cape,1,70,5261102.08
PF01191,CUST176739,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2019-01-12,ADV020,Limpopo,1,105,34161427.27
PF01192,CUST074478,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2017-07-09,ADV003,Gauteng,0,100,4862971.34
PF01193,CUST036380,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2022-10-12,ADV020,Western Cape,1,70,341551.56
PF01194,CUST278993,Property Focus,Moderate,Endowment,SAPY,ZAR,2017-12-07,ADV023,Gauteng,0,100,6949953.08
PF01195,CUST039844,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2025-05-06,ADV028,Gauteng,1,70,52745037.86
PF01196,CUST477552,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2019-08-01,ADV024,Western Cape,1,70,2209564.56
PF01197,CUST317544,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2017-04-08,ADV007,North West,1,95,2014433.24
PF01198,CUST269965,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-10-07,ADV015,Gauteng,1,110,20064428.5
PF01199,CUST172065,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2025-04-11,ADV014,North West,1,95,42743063.01
PF01200,CUST195167,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2015-11-07,ADV007,Free State,1,70,34149523.1
PF01201,CUST404983,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-04-24,ADV019,KwaZulu-Natal,1,70,6812884.63
PF01202,CUST444917,Money Market,Conservative,Discretionary,STeFI,ZAR,2018-10-10,ADV013,Gauteng,0,35,8311295.3
PF01203,CUST335130,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-02-27,ADV026,Gauteng,1,110,27937062.92
PF01204,CUST075999,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2024-05-31,ADV023,Mpumalanga,0,105,23739354.15
PF01205,CUST338453,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-09-22,ADV019,Eastern Cape,1,105,81947521.92
PF01206,CUST303289,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2016-06-25,ADV027,Gauteng,1,110,10263475.25
PF01207,CUST115721,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-10-23,ADV013,Gauteng,1,110,5129839.4
PF01208,CUST217096,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-08-19,ADV003,KwaZulu-Natal,0,100,11245909.49
PF01209,CUST409234,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2018-04-14,ADV027,KwaZulu-Natal,1,95,10087630.58
PF01210,CUST397579,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2025-02-12,ADV018,Free State,1,95,90202336.8
PF01211,CUST038845,Money Market,Conservative,Discretionary,STeFI,ZAR,2020-05-27,ADV014,Western Cape,0,35,100321169.21
PF01212,CUST185935,Money Market,Conservative,Pension Fund,STeFI,ZAR,2017-06-24,ADV024,Gauteng,1,35,12627008.31
PF01213,CUST455966,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2016-08-17,ADV026,KwaZulu-Natal,1,110,1427545.07
PF01214,CUST217718,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2025-12-23,ADV019,Western Cape,1,70,19233348.92
PF01215,CUST152405,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-05-25,ADV016,Western Cape,0,100,6166335.85
PF01216,CUST306834,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2025-07-03,ADV020,KwaZulu-Natal,1,70,9757435.01
PF01217,CUST048267,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2024-03-10,ADV019,KwaZulu-Natal,1,35,4758071.47
PF01218,CUST321300,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2026-01-12,ADV014,Free State,1,105,11238593.76
PF01219,CUST254341,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2018-08-15,ADV014,Western Cape,1,95,12773283.96
PF01220,CUST429797,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2019-04-28,ADV016,Limpopo,1,100,5486920.74
PF01221,CUST391731,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-09-11,ADV014,Free State,1,95,37722167.01
PF01222,CUST254820,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2023-11-06,ADV001,Limpopo,1,120,1469260.46
PF01223,CUST386537,Property Focus,Moderate,Discretionary,SAPY,ZAR,2015-03-20,ADV025,KwaZulu-Natal,0,100,763862.78
PF01224,CUST323895,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2019-04-10,ADV018,Limpopo,1,120,11696989.19
PF01225,CUST145432,Money Market,Conservative,Discretionary,STeFI,ZAR,2015-04-26,ADV003,Western Cape,0,35,4905997.34
PF01226,CUST473495,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2017-02-20,ADV004,KwaZulu-Natal,0,105,1997765.09
PF01227,CUST206128,Money Market,Conservative,Discretionary,STeFI,ZAR,2018-08-30,ADV003,Western Cape,0,35,323785.36
PF01228,CUST059100,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2024-03-14,ADV001,KwaZulu-Natal,0,105,22509092.97
PF01229,CUST485874,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-12-31,ADV023,Gauteng,1,70,57639630.0
PF01230,CUST310049,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2018-05-18,ADV013,Eastern Cape,1,70,4751060.79
PF01231,CUST226932,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-11-16,ADV006,Gauteng,0,35,2284713.97
PF01232,CUST063408,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2022-08-09,ADV021,Western Cape,1,105,7444305.28
PF01233,CUST067670,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2016-02-15,ADV018,Gauteng,1,120,15801578.79
PF01234,CUST145017,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2024-12-13,ADV022,Gauteng,0,105,2681243.26
PF01235,CUST148873,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-09-22,ADV008,Western Cape,1,105,2656516.47
PF01236,CUST269721,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2018-11-29,ADV003,Gauteng,1,95,59052323.05
PF01237,CUST329171,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2018-03-28,ADV013,Mpumalanga,0,105,6110188.85
PF01238,CUST194086,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-04-03,ADV018,North West,0,35,2726427.11
PF01239,CUST184447,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2016-05-18,ADV020,Gauteng,1,110,24229008.7
PF01240,CUST095769,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2021-03-05,ADV006,KwaZulu-Natal,1,70,32954826.03
PF01241,CUST185630,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-07-18,ADV022,Western Cape,0,35,9116818.56
PF01242,CUST318443,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2016-09-11,ADV012,Gauteng,0,105,11869118.9
PF01243,CUST492657,Money Market,Conservative,Discretionary,STeFI,ZAR,2016-09-12,ADV007,Western Cape,0,35,5254675.25
PF01244,CUST114270,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-05-15,ADV021,KwaZulu-Natal,1,110,2339682.97
PF01245,CUST046677,Money Market,Conservative,Discretionary,STeFI,ZAR,2016-07-05,ADV012,North West,0,35,3721271.35
PF01246,CUST131594,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-08-27,ADV007,Limpopo,0,35,12780389.04
PF01247,CUST380582,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2025-04-12,ADV028,KwaZulu-Natal,1,110,81935882.27
PF01248,CUST459862,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2023-01-10,ADV010,Gauteng,1,110,30289245.19
PF01249,CUST054966,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2023-05-13,ADV006,KwaZulu-Natal,1,100,4756953.09
PF01250,CUST336561,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2022-11-26,ADV017,Western Cape,1,120,32257491.85
PF01251,CUST489601,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-09-04,ADV018,Gauteng,1,35,11818756.57
PF01252,CUST089114,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-03-03,ADV002,KwaZulu-Natal,1,110,651325.42
PF01253,CUST323222,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-05-15,ADV022,Mpumalanga,1,110,5173567.79
PF01254,CUST070941,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2025-02-10,ADV007,Gauteng,1,70,1446700.98
PF01255,CUST115173,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2015-05-18,ADV011,Gauteng,1,95,16619507.24
PF01256,CUST273806,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2019-06-30,ADV001,KwaZulu-Natal,1,100,5926949.85
PF01257,CUST394752,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2018-10-21,ADV017,Western Cape,1,120,24218906.72
PF01258,CUST304605,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2021-09-29,ADV001,Gauteng,0,105,2512571.32
